quiz_detail_id,category,year level,question,answer_1,answer_2,answer_3,answer_4,correct_answer,is_active,difficulty_level
2851,Mathematics,Intermediate (Grade 4-6),Which of the following figures is not necessary in making a pyramid? Select the correct answer.,images/quizzes/MathQ05070_02_opB.JPG,images/quizzes/MathQ05070_02_opA.JPG,images/quizzes/MathQ05070_02_opC.JPG,images/quizzes/MathQ05070_02_opD.JPG,images/quizzes/MathQ05070_02_opB.JPG,0,Average
2852,Mathematics,Intermediate (Grade 4-6),images/quizzes/MathQ05070_03.jpg,cylinder,sphere,pyramid,cone,sphere,0,Average
2853,Mathematics,Intermediate (Grade 4-6),images/quizzes/MathQ05070_04.jpg,images/quizzes/MathQ05070_04_opA.JPG,images/quizzes/MathQ05070_04_opD.JPG,images/quizzes/MathQ05070_04_opC.JPG,images/quizzes/MathQ05070_04_opB.JPG,images/quizzes/MathQ05070_04_opD.JPG,0,Average
2854,Mathematics,Intermediate (Grade 4-6),images/quizzes/MathQ05070_05.jpg,images/quizzes/MathQ05070_05_opB.JPG,images/quizzes/MathQ05070_05_opA.JPG,images/quizzes/MathQ05070_05_opC.JPG,images/quizzes/MathQ05070_05_opD.JPG,images/quizzes/MathQ05070_05_opB.JPG,0,Average
2855,Mathematics,Intermediate (Grade 4-6),"Choose the rule of the sequence shown. 2, 12, 22, 32, 42, …",10n x 8,n + 2,2n + 10,10n - 8,10n - 8,1,Average
2856,Mathematics,Intermediate (Grade 4-6),"The rule of the sequence 1,000, 500, 250, 125, 125/2, 125/4 and so on is n/2. Identify if the statement is true or false. Select the correct answer.",TRUE,,,FALSE,FALSE,0,Average
2857,Mathematics,Intermediate (Grade 4-6),"Which of the following is the next term in the sequence 0.95, 0.90, 0.85, ….? Choose your answer.",0.7,0.8,0.81,0.75,0.8,1,Average
2858,Mathematics,Intermediate (Grade 4-6),"What is the rule for the given sequence. 1, 1, 2, 3, 5, 8, 13, …",Add and subtract the terms.,Multiply the preceding two terms to get the next,None of the choices,Add the preceding two terms to get the next,Add the preceding two terms to get the next,1,Average
2859,Mathematics,Intermediate (Grade 4-6),"What is the rule for the given sequence. 5, 13, 21, 29, 37, …",8n - 3,3n + 8,8n + 3,3n + 1,8n - 3,1,Average
2860,Mathematics,Intermediate (Grade 4-6),Identify if the statement is true or false. The missing number in the equation 25 x 3 - 3 = 48 ÷ ___ x 3 x 3 is 8.,FALSE,TRUE,,,FALSE,0,Average
2861,Mathematics,Intermediate (Grade 4-6),What is the missing number in the equation? 1/4 - 1/36 + 6 = 8/3 ÷ ___ ?,7/3,3/7,5/3,3/5,3/7,1,Average
2862,Mathematics,Intermediate (Grade 4-6),What is the missing number in the equation? 3 x 9 + 42 ÷ 7 = (5 + ___) x 3?,12,6,5,13,6,1,Average
2863,Mathematics,Intermediate (Grade 4-6),Choose the missing number in the equation. 152 ÷ ? X 2 = 522 ÷ 6 - 11,62,4,2,56,4,1,Average
2864,Mathematics,Intermediate (Grade 4-6),Choose the missing number in the equation. 3/4 x 1/2 - 1/3 = ? - 1/6 - 1/24,1/5,1/3,1/4,1/2,1/4,1,Average
2865,Mathematics,Intermediate (Grade 4-6),AM and PM are used in a 12-hour clock. True or false.,TRUE,,,FALSE,TRUE,0,Average
2866,Mathematics,Intermediate (Grade 4-6),A 24-hour clock runs from 12 midnight to 12 noon. True or false.,FALSE,TRUE,,,FALSE,0,Average
2867,Mathematics,Intermediate (Grade 4-6),What is 10 AM in a 24-hour clock time?,10:00,10:00:00,22:00:00,22:00,10:00:00,1,Average
2868,Mathematics,Intermediate (Grade 4-6),What is 16:25 in a 12-hour clock time? Select the correct answer.,16:25,04:25,14:25,14:00,16:25,1,Average
2869,Mathematics,Intermediate (Grade 4-6),What is 11 PM in a 24-hour clock time? Select the correct answer.,11:00:00,21:00:00,22:00:00,23:00:00,23:00:00,1,Average
2870,Mathematics,Intermediate (Grade 4-6),UTC is a region  where the same time is used. Determine if the statement is true or false.,,FALSE,,TRUE,FALSE,0,Average
2871,Mathematics,Intermediate (Grade 4-6),"If it is 10 PM in Buenos Aires, Argentina, what time is it in UTC or GMT zone? Select the correct answer.",1:00 A.M.,7:00 P.M.,1:00 P.M.,7:00 A.M.,1:00 A.M.,1,Average
2872,Mathematics,Intermediate (Grade 4-6),"If it is 10 PM in Buenos Aires, Argentina, what time is it in the Philippines? Select the correct answer.",9:00 A.M.,5:00 A.M.,5:00 P.M.,9:00 P.M.,9:00 A.M.,1,Average
2873,Mathematics,Intermediate (Grade 4-6),"If it is 12 noon in the Philippines, what time is it in UTC or GMT zone? Select the correct answer.",4:00 P.M.,4:00 A.M.,8:00 P.M.,8:00 A.M.,4:00 A.M.,1,Average
2874,Mathematics,Intermediate (Grade 4-6),"If it is 12 noon in the Philippines, what time is it in Tokyo, Japan? Select the correct answer.",1:00 A.M.,7:00 P.M.,1:00 P.M.,7:00 A.M.,1:00 P.M.,1,Average
2875,Mathematics,Intermediate (Grade 4-6),"Reena promised to babysit her little brother for two hours during the weekend. If she is already finished by 14:00, what time did she start babysitting? Select the correct answer.",01:00:00,12:00:00,02:00:00,16:00:00,12:00:00,1,Average
2876,Mathematics,Intermediate (Grade 4-6),The travel from Calamba to Manila usually takes 2 hours. What time should James leave if he has an appointment at 10 Am? Select the correct answer.,07:00,08:00,20:00,12:00,08:00,1,Average
2877,Mathematics,Intermediate (Grade 4-6),"Charles' soccer training takes 4 hours everyday. If the training starts at 5 PM, what time will it be finished? Select the correct answer.",20:00,22:00,19:00,21:00,21:00,1,Average
2878,Mathematics,Intermediate (Grade 4-6),The time in LRT station shows 17:00. What is the time in 12-hour clock system? Select the correct answer.,05:00,19:00,17:00,07:00,17:00,1,Average
2879,Mathematics,Intermediate (Grade 4-6),Cindy got out of school at 3 PM. What time did she go out of school if we will use the 24-hour clock system?,15:00:00,16:00:00,13:00:00,14:00:00,15:00:00,1,Average
2880,Mathematics,Intermediate (Grade 4-6),Circumference is the distance around the edge of the circle. Identify if the statement is true or false.,TRUE,,,FALSE,TRUE,0,Average
2881,Mathematics,Intermediate (Grade 4-6),This coin has a circumference. Identify if the statement is true or false.,FALSE,TRUE,,,TRUE,0,Average
2882,Mathematics,Intermediate (Grade 4-6),Drag and drop all the figures with circumference in the box.,images/quizzes/MathQ05076_03_opD.JPG,images/quizzes/MathQ05076_03_opB.JPG,images/quizzes/MathQ05076_03_opC.JPG,images/quizzes/MathQ05076_03_opA.JPG,images/quizzes/MathQ05076_03_opB.JPG,0,Average
2883,Mathematics,Intermediate (Grade 4-6),Which of the following figures does not have a circumference?,images/quizzes/MathQ05076_04_opA.JPG,images/quizzes/MathQ05076_04_opD.JPG,images/quizzes/MathQ05076_04_opC.JPG,images/quizzes/MathQ05076_04_opB.JPG,images/quizzes/MathQ05076_04_opD.JPG,0,Average
2884,Mathematics,Intermediate (Grade 4-6),Which of the following has circumference? Choose your answer.,images/quizzes/MathQ05076_05_opB.JPG,images/quizzes/MathQ05076_05_opA.JPG,images/quizzes/MathQ05076_05_opC.JPG,,images/quizzes/MathQ05076_05_opA.JPG,0,Average
2885,Mathematics,Intermediate (Grade 4-6),The circumference of the wheel of a car is 230 centimeters. Identify if the statement is true or false.,,FALSE,,TRUE,FALSE,0,Average
2886,Mathematics,Intermediate (Grade 4-6),Choose the figures that we cannot use in measuring the circumference of a circle.,images/quizzes/MathQ05077_02_opA.JPG,images/quizzes/MathQ05077_02_opD.JPG,images/quizzes/MathQ05077_02_opC.JPG,images/quizzes/MathQ05077_02_opB.JPG,images/quizzes/MathQ05077_02_opA.JPG,0,Average
2887,Mathematics,Intermediate (Grade 4-6),What is the circumference of a five-peso coin?,12 cm,10 cm,13 cm,15 cm,10 cm,1,Average
2888,Mathematics,Intermediate (Grade 4-6),We cannot use a measuring tape in finding the circumference of a circle. Identify if the statement is true or false.,,FALSE,,TRUE,FALSE,0,Average
2889,Mathematics,Intermediate (Grade 4-6),Which of the following is not the appropriate tool to measure the circumference of a round table that can fit seven people? Choose your answer.,images/quizzes/MathQ05077_05_opA.JPG,,images/quizzes/MathQ05077_05_opC.JPG,images/quizzes/MathQ05077_05_opB.JPG,images/quizzes/MathQ05077_05_opA.JPG,0,Average
2890,Mathematics,Intermediate (Grade 4-6),The value of π rounded to the nearest ten-thousandths is 3.1416. Identify if the statement is true or false.,FALSE,TRUE,,,TRUE,0,Average
2891,Mathematics,Intermediate (Grade 4-6),Is π the ratio of the diameter to the circumference?,Maybe,No,Cannot be determined,Yes,No,1,Average
2892,Mathematics,Intermediate (Grade 4-6),What is the formula of the circumference in terms of diameter? Choose your answer.,Circumference = Diameter x Pi,Circumference = Diameter x Radius,None of the choices.,Circumference = 2 x Radius x Pi,Circumference = Diameter x Pi,1,Average
2893,Mathematics,Intermediate (Grade 4-6),"Which of the following is the derived formula for the circumference?  C is circumference, r is radius and d is diameter",C = d2π,C = π2r,D = C2π,R = d2π,C = π2r,1,Average
2894,Mathematics,Intermediate (Grade 4-6),images/quizzes/MathQ05078_05.jpg,,C = 5π,,C = 10π,C = 10π,0,Average
2895,Mathematics,Intermediate (Grade 4-6),"If the radius of three circles are all equal to 15 meters, then the circumference of the three circles are equal. Identify if the statement is true or false.",TRUE,,,FALSE,TRUE,0,Average
2896,Mathematics,Intermediate (Grade 4-6),"If the radius of the circle is 13.5 centimeters, what is the circumference? Choose your answer.",84.78  centimeters,83.86 centimeters,82.81 centimeters,85.96 centimeters,84.78  centimeters,1,Average
2897,Mathematics,Intermediate (Grade 4-6),Which of the following circles has a circumference of 104.88 centimeters?,,images/quizzes/MathQ05079_03_opB.JPG,,images/quizzes/MathQ05079_03_opA.JPG,images/quizzes/MathQ05079_03_opB.JPG,0,Average
2898,Mathematics,Intermediate (Grade 4-6),Which of the following circles has a circumference of 15.7 inches?,images/quizzes/MathQ05079_04_opA.JPG,,,images/quizzes/MathQ05079_04_opB.JPG,images/quizzes/MathQ05079_04_opA.JPG,0,Average
2899,Mathematics,Intermediate (Grade 4-6),"If the radius of the ring is 25 millimeter, what is its circumference? Choose your answer.",162.3 mm,149 mm,178.5 mm,157 mm,157 mm,1,Average
2900,Mathematics,Intermediate (Grade 4-6),The circular mirror has a diameter of 13.2 inches. What is its circumference? Choose your answer.,41.434 inches,43.175 inches,41.448 inches,43.018 inches,41.448 inches,1,Average
2901,Mathematics,Intermediate (Grade 4-6),"In a pizza shop, they offer three sizes of pizzas. The small, medium and large pizzas have diameters of 8 inches, 10 inches and 12 inches, respectively. What is the total circumference of the three pizzas combined? Choose your answer.",72.8 inches,94.2 inches,69.1 inches,89.3 inches,94.2 inches,1,Average
2902,Mathematics,Intermediate (Grade 4-6),The wheel of a bicycle has a diameter of 21 inches. What is the circumference of all the wheels of the bicycle? Choose your answer.,127.89 inches,131.88 inches,146.17 inches,114.19 inches,131.88 inches,1,Average
2903,Mathematics,Intermediate (Grade 4-6),A cookie has a radius of 5 centimeters. What is the circumference of the cookie? Choose your answer.,33.4 centimetres,31.4 centimetres,32.4 centimetres,30.4 centimetres,31.4 centimetres,1,Average
2904,Mathematics,Intermediate (Grade 4-6),Which object can represent the area of a circle?,images/quizzes/MathQ05081_01_opA.JPG,images/quizzes/MathQ05081_01_opD.JPG,images/quizzes/MathQ05081_01_opC.JPG,images/quizzes/MathQ05081_01_opB.JPG,images/quizzes/MathQ05081_01_opC.JPG,0,Average
2905,Mathematics,Intermediate (Grade 4-6),Which object can represent the area of a circle?,images/quizzes/MathQ05081_02_opB.JPG,images/quizzes/MathQ05081_02_opA.JPG,images/quizzes/MathQ05081_02_opC.JPG,images/quizzes/MathQ05081_02_opD.JPG,images/quizzes/MathQ05081_02_opB.JPG,0,Average
2906,Mathematics,Intermediate (Grade 4-6),Which object can represent the area of a circle?,images/quizzes/MathQ05081_03_opD.JPG,images/quizzes/MathQ05081_03_opB.JPG,images/quizzes/MathQ05081_03_opC.JPG,images/quizzes/MathQ05081_03_opA.JPG,images/quizzes/MathQ05081_03_opA.JPG,0,Average
2907,Mathematics,Intermediate (Grade 4-6),Which object can represent the area of a circle?,images/quizzes/MathQ05081_04_opA.JPG,images/quizzes/MathQ05081_04_opD.JPG,images/quizzes/MathQ05081_04_opC.JPG,images/quizzes/MathQ05081_04_opB.JPG,images/quizzes/MathQ05081_04_opD.JPG,0,Average
2908,Mathematics,Intermediate (Grade 4-6),Which object can represent the area of a circle?,images/quizzes/MathQ05081_05_opB.JPG,images/quizzes/MathQ05081_05_opA.JPG,images/quizzes/MathQ05081_05_opC.JPG,images/quizzes/MathQ05081_05_opD.JPG,images/quizzes/MathQ05081_05_opC.JPG,0,Average
2909,Mathematics,Intermediate (Grade 4-6),Which of the following circles have the area equal to 16π?,images/quizzes/MathQ05082_01_opD.JPG,images/quizzes/MathQ05082_01_opB.JPG,images/quizzes/MathQ05082_01_opC.JPG,images/quizzes/MathQ05082_01_opA.JPG,images/quizzes/MathQ05082_01_opC.JPG,0,Average
2910,Mathematics,Intermediate (Grade 4-6),Which of the following circles have the area equal to 64π?,images/quizzes/MathQ05082_02_opA.JPG,images/quizzes/MathQ05082_02_opD.JPG,images/quizzes/MathQ05082_02_opC.JPG,images/quizzes/MathQ05082_02_opB.JPG,images/quizzes/MathQ05082_02_opB.JPG,0,Average
2911,Mathematics,Intermediate (Grade 4-6),Which of the following circles have the area equal to π?,images/quizzes/MathQ05082_03_opB.JPG,images/quizzes/MathQ05082_03_opA.JPG,images/quizzes/MathQ05082_03_opC.JPG,images/quizzes/MathQ05082_03_opD.JPG,images/quizzes/MathQ05082_03_opA.JPG,0,Average
2912,Mathematics,Intermediate (Grade 4-6),Which of the following circles have the area equal to 100π?,images/quizzes/MathQ05082_04_opD.JPG,images/quizzes/MathQ05082_04_opB.JPG,images/quizzes/MathQ05082_04_opC.JPG,images/quizzes/MathQ05082_04_opA.JPG,images/quizzes/MathQ05082_04_opD.JPG,0,Average
2913,Mathematics,Intermediate (Grade 4-6),Which of the following circles have the area equal to 25π?,images/quizzes/MathQ05082_05_opA.JPG,images/quizzes/MathQ05082_05_opD.JPG,images/quizzes/MathQ05082_05_opC.JPG,images/quizzes/MathQ05082_05_opB.JPG,images/quizzes/MathQ05082_05_opC.JPG,0,Average
2914,Mathematics,Intermediate (Grade 4-6),What is the area of a circle with a diameter of two meters?,9.42 m^2,3.14 m^2,6.28 m^2,12.56 m^2,3.14 m^2,1,Average
2915,Mathematics,Intermediate (Grade 4-6),What is the area of the circle? r = 8 cm,12.56 cm^2,25.12 cm^2,200.96 cm^2,50.24 cm^2,200.96 cm^2,1,Average
2916,Mathematics,Intermediate (Grade 4-6),What is the area of the circle with radius of two point five meters?,7.85 m^2,15.7 m^2,4.91 m^2,19.625 m^2,19.625 m^2,1,Average
2917,Mathematics,Intermediate (Grade 4-6),What is the area of the circle? d = 4 cm,25.12 cm^2,50.24 cm^2,200.96 cm^2,12.56 cm^2,12.56 cm^2,1,Average
2918,Mathematics,Intermediate (Grade 4-6),Which of the circles have the area equal to one hundred fifty-three point eighty-six square centimeters?,d = 25 cm,d = 15 cm,r = 7 cm,r = 5 cm,r = 7 cm,1,Average
2919,Mathematics,Intermediate (Grade 4-6),The circular mirror has a diameter of 32 centimeters. What is the area of the mirror?,800.84 cm^2,834.08 cm^2,843.08 cm^2,803.84 cm^2,803.84 cm^2,1,Average
2920,Mathematics,Intermediate (Grade 4-6),Megan served two plates. The radius of each plate is 10 centimeters. What is the area of the two plates combined?,78.5 cm^2,628 cm^2,314 cm^2,785 cm^2,628 cm^2,1,Average
2921,Mathematics,Intermediate (Grade 4-6),Your mother wants to put table cloths on your 4 circular tables. The diameter of each table top is 1.45 meters. How much material does your mother need to cover all the tables with table cloth? Round off the answer to the nearest tenth.,6.5 m^2,6.7 m^2,6.6 m^2,6.8 m^2,6.6 m^2,1,Average
2922,Mathematics,Intermediate (Grade 4-6),"Rose' friends gave her a birthday cake. They ate it and left the remaining half in the freezer. If the cake has a radius of 8 cm, what is the area of the remaining cake?",10.48 cm^2,100.48 cm^2,84.48 cm^2,40.48 cm^2,100.48 cm^2,1,Average
2923,Mathematics,Intermediate (Grade 4-6),Mother Helen baked a cake and divided it into 8 slices. What is the area of one slice of cake if the cake measures 80 centimeters in diameter?,448 cm^2,648 cm^2,628 cm^2,148 cm^2,628 cm^2,1,Average
2924,Mathematics,Intermediate (Grade 4-6),The radius of the pan is 4 meters. What is the circumference of the pan? What is the missing part of the problem?,None,Situation,Given,Question,None,1,Average
